Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
1175,2017,February,CA,75000,68000,7000,0.093333333,Energy,Female,Master's degree,2/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1176,2017,March,NY,16142800,15032200,1110600,0.068798474,Hospitality,Male,Some College,3/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1177,2017,March,NY,12570600,11716900,853700,0.067912431,Education,Female,Bachelor's,3/1/2017,Web,V2.3,Public,Monthly,Country,
1178,2017,March,CA,5291,5022,269,0.050841051,Technology,Male,High school diploma,3/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1179,2017,March,CA,230000,207000,23000,0.1,Retail,Female,Master's degree,3/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1180,2017,April,NY,120000,108000,12000,0.1,Financial Services,Male,Bachelor's degree,4/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1181,2017,April,NY,12593300,11734900,858400,0.06816323,Manufacturing,Female,High school diploma,4/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1182,2017,April,CA,90000,82800,7200,0.08,Technology,Male,High school diploma,4/1/2017,Web,V2.3,Public,Monthly,,Highly Random
1183,2017,April,CA,82000,75960,6040,0.073658537,Retail,Female,Master's degree,4/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1184,2017,May,NY,16168000,15051600,1116400,0.069049975,Healthcare,Male,Bachelor's,5/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1185,2017,May,NY,12629100,11778600,850500,0.067344466,Retail,Female,High School,5/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1186,2017,May,CA,15518900,14376400,1142500,0.073619909,Education,Male,Bachelor's degree,5/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1187,2017,May,CA,90000,81000,9000,0.1,Manufacturing,Female,Bachelor's degree,5/1/2017,Web,V2.3,Public,Monthly,Country,
1188,2017,June,NY,16187900,15068000,1119900,0.069181302,Technology,Male,Associate's degree,6/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1189,2017,June,NY,12664800,11848900,815900,0.064422652,Retail,Female,Bachelor's degree,6/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1190,2017,June,CA,14208700,13353200,855500,0.06020959,Education,Male,High school diploma,6/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1191,2017,June,CA,120000,112200,7800,0.065,Manufacturing,Female,Master's degree,6/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1192,2017,July,NY,135000,121500,13500,0.1,Technology,Male,Associate's degree,7/1/2017,Web,V2.3,Public,Monthly,Country,
1193,2017,July,NY,90000,81000,9000,0.1,Retail,Female,Bachelor's degree,7/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1194,2017,July,CA,103000,94000,9000,0.087378641,Retail,Male,High school diploma,7/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1195,2017,July,CA,12531900,11682000,849900,0.067818926,Education,Female,Master's degree,7/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1196,2017,August,NY,14208700,13353200,855500,0.06020959,Manufacturing,Male,Bachelor's degree,8/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1197,2017,August,NY,12176900,11561000,615900,0.050579376,Technology,Female,High school diploma,8/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1198,2017,August,CA,17492600,15804800,1687800,0.096486514,Retail,Male,High school diploma,8/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1199,2017,August,CA,12239900,11148800,1091100,0.089142885,Education,Female,Master's degree,8/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1200,2017,September,NY,14257800,13415600,842200,0.059069422,Manufacturing,Male,Bachelor's,9/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1201,2017,September,NY,12244000,11654300,589700,0.048162365,Technology,Female,Some College,9/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1202,2017,September,CA,14329500,13504000,825500,0.05760843,Retail,Male,High school diploma,9/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1203,2017,September,CA,15518900,14376400,1142500,0.073619909,Education,Female,Master's degree,9/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1204,2017,October,NY,14329500,13504000,825500,0.05760843,Manufacturing,Male,Bachelor's degree,10/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1205,2017,October,NY,12304200,11729600,574600,0.046699501,Technology,Female,High school diploma,10/1/2017,Web,V2.3,Public,Monthly,,Highly Random
1206,2017,October,CA,90000,82800,7200,0.08,Retail,Male,High school diploma,10/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1207,2017,October,CA,82000,75960,6040,0.073658537,Energy,Female,Master's degree,10/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1208,2017,November,NY,14374600,13551800,822800,0.057239854,Hospitality,Male,Associate's degree,11/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1209,2017,November,NY,12383100,11812600,570500,0.046070855,Financial Services,Female,Bachelor's degree,11/1/2017,Web,V2.3,Public,Monthly,,Highly Random
1210,2017,November,CA,12410900,11534800,876100,0.070591174,Technology,Male,High school diploma,11/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1211,2017,November,CA,12531900,11682000,849900,0.067818926,Retail,Female,Master's degree,11/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1212,2017,December,NY,14391200,13584200,807000,0.056075935,Retail,Male,Associate's degree,12/1/2017,Web,V2.3,Public,Monthly,Country,
1213,2017,December,NY,12392100,11908700,483400,0.039008723,Health Care,Female,Bachelor's degree,12/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1214,2017,December,CA,17492600,15804800,1687800,0.096486514,Agriculture,Male,High school diploma,12/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
1215,2017,December,CA,12239900,11148800,1091100,0.089142885,Education,Female,Master's degree,12/1/2017,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1216,2019,January,NY,18640300,17378000,1262300,0.067718867,Manufacturing,Male,High School,1/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1217,2019,January,NY,13270900,12282200,988700,0.074501353,Technology,Female,Bachelor's,1/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1218,2019,January,CA,15518900,14376400,1142500,0.073619909,Retail,Male,High school diploma,1/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1219,2019,February,CA,13270900,12282200,988700,0.074501353,Education,Female,Master's degree,2/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1220,2019,February,NY,18641600,17394000,1247600,0.066925586,Manufacturing,Male,Associate's degree,2/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1221,2019,February,NY,13288000,12311100,976900,0.073517459,Technology,Female,Bachelor's degree,2/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1222,2019,February,CA,90000,82800,7200,0.08,Retail,Male,High school diploma,2/1/2019,Web,V2.3,Public,Monthly,,Highly Random
1223,2019,February,CA,82000,75960,6040,0.073658537,Professional and Business S.,Female,Master's degree,2/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1224,2019,March,NY,18688000,17450500,1237500,0.066218964,Energy,Male,Master's,3/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1225,2019,March,NY,13327300,12364600,962700,0.072235186,Construction,Female,Some College,3/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1226,2019,March,CA,17492600,15804800,1687800,0.096486514,Education,Male,High school diploma,3/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1227,2019,March,CA,12239900,11148800,1091100,0.089142885,Manufacturing,Female,Master's degree,3/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1228,2019,April,NY,18725100,17493200,1231900,0.065788701,Technology,Male,Associate's degree,4/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1229,2019,April,NY,13364700,12419000,945700,0.070761035,Retail,Female,Bachelor's degree,4/1/2019,Web,V2.3,Public,Monthly,Country,
1230,2019,April,CA,17678400,15576000,2102400,0.11892479,Education,Male,High school diploma,4/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1231,2019,April,CA,85000,74250,10750,0.126470588,Manufacturing,Female,Master's degree,4/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1232,2019,May,NY,18757400,17531300,1226100,0.065366202,Technology,Male,Some College,5/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1233,2019,May,NY,13403300,12469200,934100,0.069691792,Retail,Female,Master's,5/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1234,2019,May,CA,14208700,13353200,855500,0.06020959,Education,Male,Bachelor's degree,5/1/2019,Web,V2.3,Public,Monthly,Country,
1235,2019,May,CA,3475600,3230100,245500,0.070635286,Manufacturing,Female,Bachelor's degree,5/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1236,2019,June,NY,18782000,17563200,1218800,0.064891918,Technology,Male,Bachelor's degree,6/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1237,2019,June,NY,13438300,12516200,922100,0.06861731,Retail,Female,High school diploma,6/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1238,2019,June,CA,11148800,10230100,918700,0.082403487,Education,Male,High school diploma,6/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1239,2019,June,CA,15518900,14376400,1142500,0.073619909,Manufacturing,Female,Master's degree,6/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1240,2019,July,NY,18809400,17596500,1212900,0.064483716,Technology,Male,Associate's degree,7/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1241,2019,July,NY,13476800,12563600,913200,0.067760893,Retail,Female,Bachelor's degree,7/1/2019,Web,V2.3,Public,Monthly,,Highly Random
1242,2019,July,CA,103000,94000,9000,0.087378641,Technology,Male,High school diploma,7/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1243,2019,July,CA,15518900,14376400,1142500,0.073619909,Retail,Female,Master's degree,7/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1244,2019,August,NY,18839900,17630700,1209200,0.064182931,Manufacturing,Male,High School,8/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1245,2019,August,NY,13515300,12609100,906200,0.067049936,Technology,Female,Bachelor's,8/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1246,2019,August,CA,11148800,10230100,918700,0.082403487,Retail,Male,High school diploma,8/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1247,2019,August,CA,17678400,15576000,2102400,0.11892479,Education,Female,Master's degree,8/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1248,2019,September,NY,18871600,17665500,1206100,0.06391085,Manufacturing,Male,Some College,9/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1249,2019,September,NY,14257800,13415600,842200,0.059069422,Technology,Female,Bachelor's,9/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1250,2019,September,CA,17492600,15804800,1687800,0.096486514,Retail,Male,High school diploma,9/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1251,2019,September,CA,12239900,11148800,1091100,0.089142885,Manufacturing,Female,Master's degree,9/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1252,2019,October,NY,18451000,17489600,961400,0.052105577,Technology,Male,Bachelor's degree,10/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1253,2019,October,NY,13159800,12442000,717800,0.054544902,Retail,Female,High school diploma,10/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1254,2019,October,CA,120000,112200,7800,0.065,Education,Male,High school diploma,10/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1255,2019,October,CA,135000,121500,13500,0.1,Manufacturing,Female,Master's degree,10/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1256,2019,November,NY,90000,81000,9000,0.1,Technology,Male,Some College,11/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1257,2019,November,NY,103000,94000,9000,0.087378641,Retail,Female,Master's,11/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1258,2019,November,CA,15518900,14376400,1142500,0.073619909,Education,Male,High school diploma,11/1/2019,Web,V2.3,Public,Monthly,Country,
1259,2019,November,CA,15518900,12442000,3076900,0.198267918,Manufacturing,Female,Master's degree,11/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1260,2019,December,NY,18326200,17367000,959200,0.052340365,Technology,Male,Associate's degree,12/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1261,2019,December,NY,13064700,12353300,711400,0.054452073,Retail,Female,Bachelor's degree,12/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1262,2019,December,CA,12239900,11148800,1091100,0.089142885,Education,Male,High school diploma,12/1/2019,Web,V2.3,Public,Monthly,Country,Highly Random
1263,2019,December,CA,85000,74250,10750,0.126470588,Manufacturing,Female,Master's degree,12/1/2019,Web,V2.3,Public,Monthly,,Highly Random
1264,2020,January,NY,18315500,17364500,951000,0.051923234,Technology,Male,Associate's,1/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1265,2020,January,NY,13062000,12351400,710600,0.054402082,Retail,Female,High School,1/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1266,2020,January,CA,17492600,15804800,1687800,0.096486514,Agriculture,Male,High school diploma,1/1/2020,Web,V2.3,Public,Monthly,,Highly Random
1267,2020,January,CA,12239900,11148800,1091100,0.089142885,Professional and Business S.,Female,Master's degree,1/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1268,2020,February,NY,18312300,17365200,947100,0.051719336,Energy,Male,Bachelor's,2/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1269,2020,February,NY,13055100,12349100,706000,0.054078483,Hospitality,Female,Some College,2/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1270,2020,February,CA,17678400,15576000,2102400,0.11892479,Retail,Male,High school diploma,2/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1271,2020,February,CA,3475600,3230100,245500,0.070635286,Agriculture,Female,Master's degree,2/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1272,2020,March,NY,18246400,17080400,1166000,0.063903016,Education,Male,Bachelor's degree,3/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1273,2020,March,NY,12977800,12212200,765600,0.05899305,Healthcare,Female,High school diploma,3/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1274,2020,March,CA,3484800,3241600,243200,0.069788797,Manufacturing,Male,High school diploma,3/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1275,2020,March,CA,3486900,3244100,242800,0.069632051,Professional and Business S.,Female,Master's degree,3/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1276,2020,April,NY,17228000,12733800,4494200,0.260866032,Energy,Male,Some College,4/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1277,2020,April,NY,10892600,8071900,2820700,0.258955621,Hospitality,Female,Bachelor's,4/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1278,2020,April,CA,12244000,11654300,589700,0.048162365,Education,Male,High school diploma,4/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1279,2020,April,CA,15518900,14376400,1142500,0.073619909,Manufacturing,Female,Master's degree,4/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1280,2020,May,NY,16314800,13737500,2577300,0.157973129,Technology,Male,Bachelor's degree,5/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1281,2020,May,NY,10433100,8698900,1734200,0.16622097,Retail,Female,High school diploma,5/1/2020,Web,V2.3,Public,Monthly,Country,
1282,2020,May,CA,11148800,10230100,918700,0.082403487,Education,Male,High school diploma,5/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1283,2020,May,CA,120000,112200,7800,0.065,Manufacturing,Female,Master's degree,5/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1284,2020,June,NY,135000,121500,13500,0.1,Technology,Male,High School,6/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1285,2020,June,NY,90000,81000,9000,0.1,Retail,Female,Bachelor's,6/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1286,2020,June,CA,103000,94000,9000,0.087378641,Technology,Male,High school diploma,6/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1287,2020,June,CA,12239900,11148800,1091100,0.089142885,Retail,Female,Master's degree,6/1/2020,Web,V2.3,Public,Monthly,,Highly Random
1288,2020,July,NY,18198200,15714600,2483600,0.136475036,Retail,Male,Some College,7/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1289,2020,July,NY,13136800,12027800,1109000,0.084419341,Finance,Female,High School,7/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1290,2020,July,CA,15518900,14376400,1142500,0.073619909,Agriculture,Male,High school diploma,7/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1291,2020,July,CA,85000,74250,10750,0.126470588,Education,Female,Master's degree,7/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1292,2020,August,NY,18100900,15832800,2268100,0.125303162,Manufacturing,Male,Bachelor's degree,8/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1293,2020,August,NY,13010700,11884200,1126500,0.086582582,Technology,Female,High school diploma,8/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1294,2020,August,CA,12244000,11654300,589700,0.048162365,Retail,Male,High school diploma,8/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1295,2020,August,CA,85000,74250,10750,0.126470588,Education,Female,Master's degree,8/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1296,2020,September,NY,18011000,15902100,2108900,0.117089556,Manufacturing,Male,Bachelor's degree,9/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1297,2020,September,NY,12893500,11815300,1078200,0.083623531,Technology,Female,High school diploma,9/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1298,2020,October,CA,12410900,11534800,876100,0.070591174,Retail,Male,High school diploma,10/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1299,2020,November,CA,12531900,11682000,849900,0.067818926,Agriculture,Female,Master's degree,11/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1300,2020,October,NY,17901300,15905200,1996100,0.111505868,Manufacturing,Male,Bachelor's degree,10/1/2020,Web,V2.3,Public,Monthly,,Highly Random
1301,2020,October,NY,12808900,11784700,1024200,0.079960028,Retail,Female,High school diploma,10/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1302,2020,October,CA,17492600,15804800,1687800,0.096486514,Agriculture,Male,High school diploma,10/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1303,2020,October,CA,12239900,11148800,1091100,0.089142885,Technology,Female,Master's degree,10/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1304,2020,November,NY,17871900,15854900,2017000,0.112858734,Retail,Male,Some College,11/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1305,2020,November,NY,12718400,11673000,1045400,0.082195874,Education,Female,High School,11/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1306,2020,November,CA,817000,754000,63000,0.077111383,Technology,Male,High school diploma,11/1/2020,Web,V2.3,Public,Monthly,,Highly Random
1307,2020,November,CA,407000,378000,29000,0.071253071,Agriculture,Female,Master's degree,11/1/2020,Web,V2.3,Public,Monthly,Country,
1308,2020,December,NY,17803400,15743400,2060000,0.115708236,Construction,Male,Bachelor's degree,12/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1309,2020,December,NY,12597700,11515700,1082000,0.085888694,Hospitality,Female,High school diploma,12/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1310,2020,December,CA,3484800,3241600,243200,0.069788797,Technology,Male,High school diploma,12/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1311,2020,December,CA,3486900,3244100,242800,0.069632051,Professional and Business S.,Female,Master's degree,12/1/2020,Web,V2.3,Public,Monthly,Country,Highly Random
1312,2021,January,NY,17727700,15687700,2040000,0.115074149,Energy,Male,Master's,1/1/2021,Web,V2.3,Public,Monthly,Country,Highly Random
1313,1995,January,FL,3000000,2800000,200000,0.066666667,Manufacturing,Male,Bachelor's degree,1/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1314,1995,February,FL,3010000,2810000,200000,0.066445183,Retail,Female,High school diploma,2/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1315,1995,March,FL,3020000,2820000,200000,0.066225166,Education,Male,Bachelor's,3/1/1995,Web,V2.3,Public,Monthly,,Highly Random
1316,1995,April,FL,3030000,2830000,200000,0.066006601,Healthcare,Female,High School,4/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1317,1995,May,FL,3040000,2840000,200000,0.065789474,Financial Services,Male,Some College,5/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1318,1995,June,FL,3050000,2850000,200000,0.06557377,Construction,Female,Bachelor's,6/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1319,1995,July,FL,3060000,2860000,200000,0.065359477,Manufacturing,Male,High School,7/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1320,1995,August,FL,3070000,2870000,200000,0.06514658,Retail,Female,Some College,8/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1321,1995,September,FL,3080000,2880000,200000,0.064935065,Education,Male,Bachelor's,9/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1322,1995,October,FL,3090000,2890000,200000,0.064724919,Healthcare,Female,High School,10/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1323,1995,November,FL,3100000,2900000,200000,0.064516129,Financial Services,Male,Some College,11/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1324,1995,December,FL,3110000,2910000,200000,0.064308682,Construction,Female,Bachelor's,12/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1325,1995,January,FL,3468900,3222600,246300,0.071002335,Education,Male,High School,1/1/1995,Web,V2.3,Public,Monthly,Country,
1326,1995,February,FL,3471300,3225400,245900,0.070838015,Financial Services,Female,Bachelor's,2/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1327,1995,March,FL,3473700,3228100,245600,0.070702709,Healthcare,Male,Some College,3/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1328,1995,April,FL,3475600,3230100,245500,0.070635286,Technology,Female,Master's,4/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1329,1995,May,FL,3476800,3231600,245200,0.07052462,Retail,Male,High School,5/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1330,1995,June,FL,3478100,3232900,245200,0.070498261,Education,Female,Bachelor's,6/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1331,1995,July,FL,3478800,3233800,245000,0.070426584,Healthcare,Male,Some College,7/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1332,1995,August,FL,3479900,3235200,244700,0.070318113,Financial Services,Female,Master's,8/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1333,1995,September,FL,3481600,3237700,243900,0.070053998,Technology,Male,High School,9/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1334,1995,October,FL,3483300,3240200,243100,0.069790142,Retail,Female,Bachelor's,10/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1335,1995,November,FL,3484800,3241600,243200,0.069788797,Education,Male,Some College,11/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1336,1995,December,FL,3486900,3244100,242800,0.069632051,Healthcare,Female,Master's,12/1/1995,Web,V2.3,Public,Monthly,Country,Highly Random
1337,1996,January,FL,6942000,6489000,453000,0.06525497,Manufacturing,Male,High School,1/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1338,1996,January,FL,4145000,3878000,267000,0.064414958,Information,Female,Bachelor's,1/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1339,1996,February,FL,6971000,6524000,447000,0.064122794,Education,Male,Some College,2/1/1996,Web,V2.3,Public,Monthly,Country,
1340,1996,February,FL,4162000,3909000,253000,0.060788083,Health Care,Female,Master's,2/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1341,1996,March,FL,6998000,6555000,443000,0.063303801,Retail,Male,High School,3/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1342,1996,March,FL,4168000,3914000,254000,0.060940499,Financial Sector,Female,Bachelor's,3/1/1996,Web,V2.3,Public,Monthly,,Highly Random
1343,1996,April,FL,7019000,6590000,429000,0.061119818,Construction,Male,Some College,4/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1344,1996,April,FL,4183000,3929000,254000,0.06072197,Manufacturing,Female,Master's,4/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1345,1996,May,FL,7044000,6622000,422000,0.059909143,Health Care,Male,High School,5/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1346,1996,May,FL,4200000,3940000,260000,0.061904762,Retail,Female,Bachelor's,5/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1347,1996,June,FL,7065000,6649000,416000,0.058881812,Education,Male,Some College,6/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1348,1996,June,FL,4213000,3952000,261000,0.061951104,Financial Sector,Female,Master's,6/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1349,1996,July,FL,7091000,6685000,406000,0.057255676,Construction,Male,High School,7/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1350,1996,July,FL,4222000,3960000,262000,0.062055898,Manufacturing,Female,Bachelor's,7/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1351,1996,August,FL,7113000,6707000,406000,0.057078588,Health Care,Male,Some College,8/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1352,1996,August,FL,4240000,3980000,260000,0.061320755,Retail,Female,Master's,8/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1353,1996,September,FL,9248000,8610000,638000,0.068987889,Manufacturing,Male,Some College,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1354,1996,September,FL,4453000,4142000,311000,0.069840557,Retail,Female,Bachelor's,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1355,1996,October,FL,9261000,8645000,616000,0.066515495,Healthcare,Male,High School,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1356,1996,October,FL,4456000,4147000,309000,0.069344704,Information Services,Female,Some College,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1357,1996,November,FL,9266000,8661000,605000,0.065292467,Financial Services,Male,Bachelor's,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1358,1996,November,FL,4458000,4156000,302000,0.067743383,Manufacturing,Female,Some College,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1359,1996,December,FL,9269000,8674000,595000,0.06419247,Retail,Male,High School,12/1/1996,Web,V2.3,Public,Monthly,Country,
1360,1996,December,FL,4459000,4165000,294000,0.065934066,Healthcare,Female,Bachelor's,12/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
1361,1997,January,FL,5478149,5128562,349587,0.063814803,Construction,Male,High School,1/1/1997,Web,V2.3,Public,Monthly,,Highly Random
1362,1997,February,FL,5486172,5135402,350770,0.063937113,Retail Trade,Female,Some College,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
